J2000 E2000,,,,,,,,Multiplicity,,,,,,,,,,Names,,,,,,,,,,,,,,Positions,,,,,,,,,,,,,,,,,,,,,,,,,,,,Motions,,,,,,,,,Galactic Kinematics,,,,,,,,,,,,,GALEX photometry,,,,,SDSS photometry,,,,,,,,,,,,,,,,,,,,,TYCHO photometry,,,,Johnson-Kron-Cousins photometry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NIR,,,,,,,,,,,,,WISE photometry,,,,,,,,,,,,,,,,,,,X-ray photometry,,,,,,,Photometry Derived Parameters,,,,,,,,,,,,,,,Spectroscopy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Derived spectroscopic,,,,,,,,,,,,,,,Membership,,,,,,,,,,,,,,,,,,,,,,,,,,rawRV,,,,,,,,,,,,,,,,rawParallax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notes,
Rah,Ram,Ras,DECf,DECd,DECm,DECs,Lithium,# stars,sepfrom,separation,position angle,date,period,separation ref,delta mag,filter,deltaMag ref,Name,TYCHO-2,GJ,HD,HR,CD,1RXS,UCAC4,PPMXL,2MASS ID,SDSS ID,WISE ID,YPC,HIP,Raraw,eRAraw,DECraw,eDECraw,EPOCH,position ref,RA,eRA,DEC,eDEC,pi,epi,pi ref,rv,erv,rv ref,radius-based dist.,radius-based dist. Ref,Cluster Parallax,Cluster Parallax ref.,dist,edist,dist method,distance ref,rv_pred,erv_pred,rv_pred method,rv_pred ref,pmRA,epmRA,pmDEC,epmDEC,pm ref,pm,epm,pa,epa,U,eU,V,eV,W,eW,X,eX,Y,eY,Z,eZ,kinematic ref,FUV,eFUV,NUV,eNUV,GALEX joint,u',eu',u' flag,u' ref,g',eg',g' flag,g' ref,r',er',r' flag,r' ref,i',ei',i' flag,i' ref,z',ez',z' flag,z' ref,SDSS joint,Bt,eBt,Vt,eVt,Uj,eUj,Uj flag,Uj ref,Bj,eBj,Bj flag,Bj ref,Vj,eVj,Vj flag,Vj ref,Rkc,eRkc,Rkc flag,Rkc ref,Ikc,eIkc,Ikc flag,Ikc ref,optical joint?,Zuk,eZuk,Zuk flag,Zuk ref,Yuk,eYuk,Yuk flag,Yuk ref,J,eJ,J flag,J ref,H,eH,H flag,H ref,K,eK,K flag,K ref,NIR joint?,W1,eW1,W1 flag,W1 ref,W2,eW2,W2 flag,W2 ref,W3,eW3,W3 flag,W3 ref,W4,eW4,W4 flag,W4 ref,WISE joint?,variability,variability filter,X-ray,X joint?,eX-ray,hr1,ehr1,hr2,ehr2,MV,B-V,V-K,V-I,J-K,EB-V,EB-V ref,Mbol,eMbol,Mbol ref,Lx,eLx,Lx/Lbol,Lx/Lbol flag,LUV/Lbol,SpType,SpType ref,SpType joint,Teff,eTeff,Teff ref,Teff 2,eTeff 2,Teff 2 Ref,Teff 3,eTeff 3,Teff 3 ref,Teff 4,eTeff 4,Teff 4 ref,vsini,evsini,vsini flag,vsini ref,vsini2,evsini2,vsini flag 2,vsini2 ref,vsini3,evsini3,vsini flag 3,vsini3 ref,CaH Index,eCaH Index,CaH ref,CaH-Narrow Index,eCaH-Narrow,CaH-Narrow ref,H-alpha EW,eH-alpha EW,H-alpha ref,H-alpha EW 2,eH-alpha EW2,H-alpha 2 ref,H-alpha EW 3,eH-alpha EW 3,H-alpha 3 ref,Li6708 EW,eLi6708 EW,Li6708 EW flag,Li6708 ref,Li6708 EW2,eLi6708 EW2,Li6708 EW flag2,Li6708 ref2,Li6708 EW3,eLi6708 EW 3,Li6708 flag3,Li6708 ref3,Li Abundance,Li Abundance REF,K7699 EW,eK7699 EW,K7699 ref,Na8200 EW,eNa8200 EW,Na8200 Index,eNa8200 Index,Na8200 ref,Fe/H,eFe/H,Fe/H ref,Ba/H,eBa/H,Ba/Fe ref,RHK,eRHK,RHK ref,log g,elog g,log g ref,log g 2,elog g 2,log g 2 ref,GROUP,GROUP quality,GROUP1,%Cert 1,GROUP1 ref,GROUP2,%Cert 2,GROUP2 ref,GROUP3,%Cert 3,GROUP3 ref,GROUP4,%Cert 4,GROUP4 ref,GROUP5,%Cert 5,GROUP5 ref,GROUP6,%Cert 6,GROUP6 ref,GROUP7,%Cert 7,GROUP7 ref,GROUP8,%Cert 8,GROUP8 ref,RV1,eRV1,RV1 ref,RV1 flag,RV2,eRV2,RV2 ref,RV2 flag,RV3,eRV3,RV3 ref,RV3 flag,RV4,eRV4,RV4 ref,RV4 flag,pi1,epi1,pi1ref,pi1flag,pi2,epi2,pi2ref,pi2flag,pi3,epi3,pi3ref,pi3flag,pi4,epi4,pi4ref,pi4flag,pi5,epi5,pi5ref,pi5flag,pi6,epi6,pi6ref,pi6flag,pi7,epi7,pi7ref,pi7flag,pi8,epi8,pi8ref,pi8flag,Notes,Notes2
00,06,36.780,+,29,01,17.41,X,1,,,,,,,,,,V439 And,1735-00927-1,,000166,,,,,'2162559432933681299,00063674+2901175, ,        ,51,544,1.6522111,0.46,29.0219353,0.29,2448349.0625,vanLeeuwen2007,001.6532699,5.01,+29.0215011,2.55,73.10,0.56,vv,-6.90,0.22,K,,,,,13.7,,,Lopez-Santiago2006,,,,,380.98,0.57,-178.68,0.29,vanLeeuwen2007,420.80,0.64,115.13,0.01,-15.000,,-21.600,,-10.000,,,,,,,,Lopez-Santiago2006,,,,,,  ,,,,8.504,0.070,-,UCAC4,7.353,0.190,-,UCAC4,6.331,0.060,-,UCAC4,,,,,,7.000,0.015,6.145,0.010,,,,,6.961,0.900,-,vanAltena1995,7.479,0.360,-,UCAC4,,,,,,,,,,,,,,,,,,4.733,0.019,E,2MASS,4.629,0.144,B,2MASS,4.314,0.042,E,2MASS,,  ,,,,  ,,,,  ,,,,  ,,,,,,,,,,,,,,6.799,-0.518,3.165,-----,0.419,,,,,,,,,,,K0V,Lopez-Santiago2006,,5471,,Eisenbeiss2013,,,,,,,,,,4.1,-----,,Valenti2005,,,,,,,,,,,,,,,,,,,,,,,,75.50,,,Eisenbeiss2013,,,,,,,,,,,,,,,,,,,,,,,,,-4.64,,Eisenbeiss2013,,,,,,,Her-Lyr,Good,Her-Lyr,Yes,Lopez-Santiago2006,Her-Lyr,BF,Eisenbeiss2013,,,,,,,,,,,,,,,,,,,-6.90,0.22,Kharchenko2007,P,,,,,,,,,,,,,73.15,0.56,vanLeeuwen2007,P,66.4,6.3,vanAltena1995,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,06,50.080,-,23,06,27.10,X,1,,,,,,,,,,HR 9,6412-01068-1,,000203,9,-23-00004,,335-000129,'1587649954248170913,00065008-2306271, ,J000650.16-230627.4,,560,1.7084359,0.32,-23.1074253,0.20,2448349.0625,vanLeeuwen2007,001.7086943,3.69,-23.1075398,1.85,25.39,0.38,v,8.91,1.90,TK,,,,,,,,,,,,,97.81,0.42,-47.12,0.21,vanLeeuwen2007,108.57,0.47,115.72,0.01,-11.000,0.400,-15.100,0.600,-10.200,3.400,4.500,,5.900,,-38.700,,Malo2013,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,6.618,0.014,6.218,0.010,,,,,6.635,0.990,-,UCAC4,6.230,0.990,-,UCAC4,,,,,5.730,,,Torres2006,,,,,,,,,,5.451,0.020,5,UCAC4,5.331,0.050,5,UCAC4,5.240,0.020,5,UCAC4,,5.127,0.211,B,ALLWISE,5.019,0.074,A,ALLWISE,5.233,0.015,A,ALLWISE,4.514,0.025,A,ALLWISE,,0.006,,0.00E+00,,0.00E+00,9.99,9.99,9.99,9.99,3.253,0.405,0.990,0.500,0.211,,,,,,,,,,,F2IV,Malo2013,,6730,,Torres2008,,,,,,,,,,170.7,3.1,,Torres2006,,,,,,,,,,,,,,,,,,,,,,,,87.00,,,Torres2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beta Pic,Good,beta Pic,,Zuckerman2004,beta Pic,75,Malo2013,beta Pic,BF,Gagne2014a,beta Pic,BF,Riedel2015,,,,,,,,,,,,,9.70,2.00,Torres2006,P,6.50,3.50,Kharchenko2007,P,,,,,,,,,25.39,0.38,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,06,57.940,-,64,36,54.20,,1,,,,,,,,,,J0006-6436 ,,,,,,,,,00065794-6436542, ,J000658.09-643654.9,,,1.7414420,84.85,-64.6150590,0.00,2451754.9078,2MASS,001.7414074,84.87,-64.6150476,4.21,-----,-----,,-----,-----,,,,,,43.4,,kinematic,Gagne2014a,6.5,2.5,kinematic,Gagne2014a,92.70,3.10,-71.00,7.30,Gagne2014d,116.77,7.93,127.45,3.85,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,,13.385,0.026,A,2MASS,12.664,0.030,A,2MASS,12.169,0.033,A,2MASS,,11.741,0.022,A,ALLWISE,11.421,0.021,A,ALLWISE,11.063,0.143,B,ALLWISE,9.158,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,1.216,,,,,,,,,,,L0,Gagne2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,,Tuc-Hor,100,Gagne2014a,Tuc-Hor,99.9,Gagne2014d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,07,42.640,+,60,22,54.30,,0,A-B,,,,,,0.48,H,Shkolnik2012,G 217-32 B,,,,,,,752-001726,'334079265563288499,00074264+6022543, ,J000743.08+602254.0,,,1.9282856,100.00,60.3817306,100.00,2451544.5000,UCAC4,001.9282856,100.00,+60.3817306,100.00,68.60,2.00,D,2.70,0.60,S,,,,,14.0,3.0,photometric,Shkolnik2012,,,,,342.00,8.00,-29.00,8.00,UCAC4,343.23,11.31,94.85,2.44,-20.800,4.300,-8.200,2.300,-5.600,0.900,,,,,,,Shkolnik2012,,,,,,  ,,,,14.128,0.030,-,UCAC4,12.750,0.010,-,UCAC4,11.198,0.040,-,UCAC4,,,,,J,  ,,,,,,,,15.083,0.050,-,UCAC4,13.399,0.020,-,UCAC4,,,,,10.300,,,Shkolnik2012,J,,,,,,,,,8.911,0.020,5,UCAC4,8.332,0.020,5,UCAC4,8.046,0.020,5,UCAC4,J,7.843,0.026,A,ALLWISE,7.670,0.020,A,ALLWISE,7.500,0.018,A,ALLWISE,7.153,0.065,A,ALLWISE,,,,,,,,,,,12.581,1.684,5.353,3.099,0.865,,,,,,,,,,,M3.8,Shkolnik2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70,0.60,Shkolnik2012,P,,,,,,,,,,,,,68.6,2,Dittmann2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,07,42.640,+,60,22,54.30,,2,A-B,,,,,,0.48,H,Shkolnik2012,G 217-32 A,,,,,,,752-001726,'334079265563288499,00074264+6022543, ,J000743.08+602254.0,,,1.9282856,100.00,60.3817306,100.00,2451544.5000,UCAC4,001.9282856,100.00,+60.3817306,100.00,68.60,2.00,D,2.70,0.60,S,,,,,14.0,3.0,photometric,Shkolnik2012,,,,,342.00,8.00,-29.00,8.00,UCAC4,343.23,11.31,94.85,2.44,-20.800,4.300,-8.200,2.300,-5.600,0.900,,,,,,,Shkolnik2012,,,,,,  ,,,,14.128,0.030,-,UCAC4,12.750,0.010,-,UCAC4,11.198,0.040,-,UCAC4,,,,,J,  ,,,,,,,,15.083,0.050,-,UCAC4,13.399,0.020,-,UCAC4,,,,,10.300,,,Shkolnik2012,J,,,,,,,,,8.911,0.020,5,UCAC4,8.332,0.020,5,UCAC4,8.046,0.020,5,UCAC4,J,7.843,0.026,A,ALLWISE,7.670,0.020,A,ALLWISE,7.500,0.018,A,ALLWISE,7.153,0.065,A,ALLWISE,,,,,,,,,,,12.581,1.684,5.353,3.099,0.865,,,,,,,,,,,M3.8,Shkolnik2012,,,,,,,,,,,,,,,,,,,,,,,,,,1.45,0.008,Shkolnik2009,1.65,0.013,Shkolnik2009,-3.42,0.21,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,0.91,0.16,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.70,0.60,Shkolnik2012,P,,,,,,,,,,,,,68.6,2,Dittmann2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,08,51.788,+,20,49,07.86,,1,,,,,,,,,,NLTT00372,,,,,,,,'2062945439312519499,00085179+2049078,J000851.87+204907.1,J000851.89+204906.9,,,2.2157820,63.00,20.8188620,63.00,2451544.5000,PPMXL,002.2157820,63.00,+20.8188620,63.00,11.66,1.44,R,-----,-----,,,,,,,,,,,,,,141.70,3.90,-86.40,3.90,PPMXL,165.96,5.52,121.37,0.90,,,,,,,,,,,,,,,,,,,19.2399997711,0.0329999998,2,SDSS9,16.656,0.004,2,SDSS9,15.298,0.003,2,SDSS9,13.816,0.003,2,SDSS9,13.0719995499,0.0040000002,2,SDSS9,,  ,,,,,,,,17.419,0.170,-,UCAC4,15.870,0.040,-,Riedel2014,14.660,0.030,,Riedel2014,13.120,0.050,,Riedel2014,,,,,,,,,,11.636,0.021,,Riedel2014,10.999,0.032,,Riedel2014,10.716,0.022,,Riedel2014,,10.573,0.023,A,ALLWISE,10.466,0.019,A,ALLWISE,10.441,0.140,B,ALLWISE,7.594,--,U,ALLWISE,,0.014,V,,,,,,,,11.203,1.549,5.154,2.750,0.920,,,,,,,,,,,M4.5V,Reid1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Field,,Riedel2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66,1.44,Riedel2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,08,53.922,+,20,50,25.45,,2,,,,,,,,,,G131-026A,,,,,,J000854.3+205031,555-000314,,00085391+2050252,J000853.87+205023.1,J000853.88+205022.8,,,2.2246533,100.00,20.8403353,100.00,2451544.5000,UCAC4,002.2246533,100.00,+20.8403353,100.00,56.80,1.21,DR,-----,-----,,,,,,,,,,,,,,-61.00,8.00,-255.00,8.00,UCAC4,262.19,11.31,193.45,4.21,,,,,,,,,,,,,,,,,,,16.8059997559,0.0089999996,2,SDSS9,14.369,0.003,2,SDSS9,12.832,0.002,2,SDSS9,11.399,0.001,2,SDSS9,11.0489997864,0.0020000001,2,SDSS9,D,  ,,,,,,,,15.166,0.090,-,UCAC4,13.940,0.060,-,Riedel2014,12.190,0.040,,Riedel2014,10.980,0.040,,Riedel2014,D,,,,,,,,,9.400,0.027,,Riedel2014,,,,Riedel2014,8.810,0.024,,Riedel2014,D,7.808,0.027,A,ALLWISE,7.654,0.018,A,ALLWISE,7.489,0.027,A,ALLWISE,7.135,0.138,B,ALLWISE,,0.019,V,0.0899,J,0.0211,-0.28,0.21,-0.56,0.53,12.712,1.226,5.130,2.960,0.590,,,,,,28.4,,-3.28,,,M4.0Ve,Riedel2014,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.484,0.2,Riedel2014,,,,,,,,,,,,,,,,,,,,,2.166,0.2,Riedel2014,,,1.245,0.02,Riedel2014,,,,,,,,,,,,,,,,,,Field,,Riedel2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,2.7,Dittmann2014,P,54.13,1.35,Riedel2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,08,53.922,+,20,50,25.45,,0,,,,,,,,,,G131-026B,,,,,,J000854.3+205031,555-000314,,00085391+2050252,J000853.87+205023.1,J000853.88+205022.8,,,2.2246533,100.00,20.8403353,100.00,2451544.5000,UCAC4,002.2246533,100.00,+20.8403353,100.00,56.80,1.21,DR,-----,-----,,,,,,,,,,,,,,-61.00,8.00,-255.00,8.00,UCAC4,262.19,11.31,193.45,4.21,,,,,,,,,,,,,,,,,,,16.8059997559,0.0089999996,2,SDSS9,14.369,0.003,2,SDSS9,12.832,0.002,2,SDSS9,11.399,0.001,2,SDSS9,11.0489997864,0.0020000001,2,SDSS9,D,  ,,,,,,,,15.166,0.090,-,UCAC4,13.521,0.050,-,UCAC4,,,,Riedel2014,11.610,,,Riedel2014,D,,,,,,,,,9.900,,,Riedel2014,,,,Riedel2014,9.270,,,Riedel2014,D,7.808,0.027,A,ALLWISE,7.654,0.018,A,ALLWISE,7.489,0.027,A,ALLWISE,7.135,0.138,B,ALLWISE,,,,,,,,,,,12.293,1.645,4.251,1.911,0.630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Field,,Riedel2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.5,2.7,Dittmann2014,P,54.13,1.35,Riedel2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,10,02.203,+,11,08,44.93,X,2,A-B,,,,,,,,,HD 560 A,0597-01668-1,,000560,,,,506-000308,'2029211101345484562,00100219+1108449, ,J001002.25+110842.7,,813,2.5091023,0.31,11.1458091,0.17,2448349.0625,vanLeeuwen2007,002.5091788,3.25,+11.1458134,1.58,10.68,0.32,v,13.47,0.03,ZK,,,,,,,,,,,,,30.90,0.37,1.75,0.18,vanLeeuwen2007,30.95,0.41,86.76,0.74,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,J,5.440,0.014,5.518,0.009,,,,,5.455,0.990,-,UCAC4,5.53,0.99,-,UCAC4,,,,,,,,,J,,,,,,,,,5.640,0.040,5,UCAC4,5.630,0.030,5,UCAC4,5.700,0.020,5,UCAC4,J,5.430,0.162,B,ALLWISE,5.441,0.041,A,ALLWISE,5.596,0.012,A,ALLWISE,5.409,0.043,A,ALLWISE,,,,,,,,,,,0.673,-0.075,-0.170,-----,-0.060,,,,,,,,,,,B9,Zuckerman2013,,,,,,,,,,,,,,240.0,,,Zuckerman2013,,,,,,,,,,,,,,,,,,,,,,,,290.00,,,Zuckerman2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Octans-Near,,Octans-Near,Yes,Zuckerman2013,,,,,,,,,,,,,,,,,,,,,,13.40,0.80,Zuckerman2013,P,13.90,2.00,Kharchenko2007,P,,,,,,,,,10.68,0.32,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,10,02.203,+,11,08,44.93,X,0,A-B,,,,,,,,,HD 560 B,0597-01668-1,,000560,,,,506-000308,'2029211101345484562,00100219+1108449, ,J001002.25+110842.7,,813,2.5091023,0.31,11.1458091,0.17,2448349.0625,vanLeeuwen2007,002.5091788,3.25,+11.1458134,1.58,10.68,0.32,v,13.47,0.03,ZK,,,,,,,,,,,,,30.90,0.37,1.75,0.18,vanLeeuwen2007,30.95,0.41,86.76,0.74,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,J,5.440,0.014,5.518,0.009,,,,,5.455,0.990,-,UCAC4,5.53,0.99,-,UCAC4,,,,,,,,,J,,,,,,,,,5.640,0.040,5,UCAC4,5.630,0.030,5,UCAC4,5.700,0.020,5,UCAC4,J,5.430,0.162,B,ALLWISE,5.441,0.041,A,ALLWISE,5.596,0.012,A,ALLWISE,5.409,0.043,A,ALLWISE,,,,,,,,,,,0.673,-0.075,-0.170,-----,-0.060,,,,,,,,,,,G6,Zuckerman2013,,,,,,,,,,,,,,240.0,,,Zuckerman2013,,,,,,,,,,,,,,,,,,,,,,,,290.00,,,Zuckerman2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Octans-Near,,Octans-Near,Yes,Zuckerman2013,,,,,,,,,,,,,,,,,,,,,,13.40,0.80,Zuckerman2013,P,13.90,2.00,Kharchenko2007,P,,,,,,,,,10.68,0.32,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,11,15.320,-,37,56,55.30,,,,,,,,,,,,00111532-3756553,,,,,,,,'1453326837001528429,00111532-3756553, ,J001115.42-375656.2,,,2.8138730,66.00,-37.9487180,66.00,2451544.5000,PPMXL,002.8138730,66.00,-37.9487180,66.00,-----,-----,,-----,-----,,,,,,,,,,,,,,94.50,10.40,-90.30,10.40,PPMXL,130.71,14.71,133.70,0.30,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.153,0.023,A,2MASS,11.598,0.027,A,2MASS,11.215,0.021,A,2MASS,,11.023,0.023,A,ALLWISE,10.792,0.021,A,ALLWISE,10.517,0.076,A,ALLWISE,8.884,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,0.938,,,,,,,,,,,M5.7,Gagne2014d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor,80.2,Gagne2014d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,11,47.531,+,09,08,23.86,,1,,,,,,,,,,BD+08 13,0595-00323-1,,000745,,'+08-00013,,496-000311,'2027548077627319918,00114752+0908238,J001147.50+090823.5,J001147.50+090823.5,,954,2.9481243,0.54,9.1400071,0.38,2448349.0625,vanLeeuwen2007,002.9480443,5.36,+09.1399623,3.78,7.24,0.63,v,-1.89,0.05,MK,,,,,,,,,,,,,-32.49,0.61,-18.42,0.43,vanLeeuwen2007,37.35,0.75,240.45,2.07,20.904,3.161,-4.325,1.687,-5.532,1.533,,,,,,,King2003,,,,,,10.3179998398,0.001,3,SDSS9,11.550,0.008,3,SDSS9,10.647,0.008,3,SDSS9,9.948,0.009,3,SDSS9,8.4630002976,0.0020000001,3,SDSS9,,8.581,0.018,7.552,0.011,,,,,8.785,0.070,-,UCAC4,8.633,0.260,-,UCAC4,,,,,6.560,0.280,,King2003,,,,,,,,,,5.859,0.040,5,UCAC4,5.396,0.030,5,UCAC4,5.341,0.030,5,UCAC4,,5.318,0.219,B,ALLWISE,5.183,0.076,A,ALLWISE,5.305,0.030,A,ALLWISE,5.224,0.047,A,ALLWISE,,,,,,,,,,,2.932,0.152,3.292,2.073,0.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.432,,King2003,,,,,,,,,Ursa Major,25,King2003,,,,,,,,,,,,,,,,,,,,,,-1.80,0.30,Montes2001,P,-2.50,0.80,Kharchenko2007,P,,,,,,,,,7.24,0.63,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,11,50.600,-,15,23,45.00,,,,,,,,,,,,J0011-1523 ,,,,,,,,,00115060-1523450, ,J001150.69-152347.0,,,2.9608360,153.20,-15.3958340,27.01,2451014.8733,2MASS,002.9608781,155.66,-15.3958982,39.00,-----,-----,,-----,-----,,,,,,133.1,,kinematic,Gagne2014a,-11,16,kinematic,Gagne2014a,100.70,19.00,-159.40,19.40,Gagne2014a,188.54,27.15,147.72,3.53,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,, ,,,,,,,,,  ,,,,,,,, ,,,, ,,,,,,,,,,,,,,,,,,,,, ,,,, ,,,, ,,,,,15.012,0.033,A,ALLWISE,14.765,0.072,A,ALLWISE,12.454,--,U,ALLWISE,8.802,--,U,ALLWISE,,,,,,,,,,,-----,-----,-----,-----,-----,,,,,,,,,,,,Gagne2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ofield,,Gagne2014a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,11,53.030,+,22,59,04.80,,1,,,,,,,,,,LP 348-40,,,,,,,565-000413,'2063711217871311351,00115302+2259047,J001153.08+225902.4,J001153.12+225902.3,,,2.9710662,100.00,22.9844745,100.00,2451544.5000,UCAC4,002.9710662,100.00,+22.9844745,100.00,60.20,1.80,D,-45.20,0.40,S,,,,,10.0,3.0,photometric,Shkolnik2012,,,,,146.00,8.00,-229.00,8.00,UCAC4,271.58,11.31,147.48,1.03,11.600,2.300,-41.300,1.900,19.100,2.500,,,,,,,Shkolnik2012,,,,,,16.4120006561,0.0089999996,3,SDSS9,15.271,0.006,3,SDSS9,12.516,0.001,3,SDSS9,11.148,0.001,3,SDSS9,12.9189996719,0.0109999999,3,SDSS9,,  ,,,,,,,,14.581,0.040,-,UCAC4,13.002,0.040,-,UCAC4,,,,,10.200,,,Shkolnik2012,,,,,,,,,,8.862,0.020,5,UCAC4,8.308,0.040,5,UCAC4,7.987,0.020,5,UCAC4,,7.813,0.026,A,ALLWISE,7.722,0.021,A,ALLWISE,7.570,0.019,A,ALLWISE,7.586,0.225,B,ALLWISE,,,,,,,,,,,11.900,1.579,5.015,2.802,0.875,,,,,,,,,,,M3.5,Shkolnik2012,,,,,,,,,,,,,,,,,,,,,,,,,,1.26,0.008,Shkolnik2009,1.4,0.013,Shkolnik2009,0.13,0.21,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,1.01,0.16,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,,,>2000-,,Shkolnik2009,,,,,,,,,,,,,,,,,,,,,,-45.20,0.40,Shkolnik2012,P,,,,,,,,,,,,,60.2,1.8,Dittmann2014,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
00,12,34.850,-,59,27,46.40,,,,,,,,,,,,J00123485-5927464,8470-00425-1,,,,,,153-000191,'6776126073396963864,00123485-5927464, ,J001234.91-592746.7,,,3.1452113,18.00,-59.4629258,17.00,2451544.5000,Hoeg2000,003.1452113,18.00,-59.4629258,17.00,7.95,1.09,v,98.00,0.20,K,,,,,,,,,,,,,57.80,1.90,-28.90,1.70,Hoeg2000,64.62,2.55,116.57,1.19,,,,,,,,,,,,,,,,,,,  ,,,,  ,,,, ,,,,8.961,0.040,-,UCAC4,,,,,,11.408,0.056,9.810,0.023,,,,,10.922,0.010,q,UCAC4,9.820,,,Girard2011,,,,,,,,,,,,,,,,,,7.490,0.020,5,UCAC4,6.873,0.030,5,UCAC4,6.696,0.020,5,UCAC4,,6.621,0.079,A,ALLWISE,6.715,0.021,A,ALLWISE,6.634,0.015,A,ALLWISE,6.588,0.060,A,ALLWISE,,,,,,,,,,,4.322,1.102,3.124,-----,0.794,,,8.89,0.02,Kraus2014,,,,,,K3.1,Kraus2014,,,,,,,,,,,,,,4.0,0.2,,Kraus2014,,,,,,,,,,,,,,,1.19,,Kraus2014,,,,,,,-24.70,50,,Kraus2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tuc-Hor, N - Li,Kraus2014,,,,,,,,,,,,,,,,,,,,,,98.00,0.20,Kraus2014,P,,,,,,,,,,,,,7.95,1.09,vanLeeuwen2007,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.
